timestamp,latitude,longitude
2025-05-01 00:00:00,48.8566006,2.3521039
2025-05-01 00:10:00,48.8566229,2.3522492
2025-05-01 00:20:00,48.8564701,2.3521777
2025-05-01 00:30:00,48.8566827,2.3520934
2025-05-01 00:40:00,48.856528,2.3523947
2025-05-01 00:50:00,48.8565468,2.3520911
2025-05-01 01:00:00,48.8564508,2.3522608
2025-05-01 01:10:00,48.856478,2.3522795
2025-05-01 01:20:00,48.8565146,2.3521422
2025-05-01 01:30:00,48.8564229,2.3522715
2025-05-01 01:40:00,48.8565462,2.3522919
2025-05-01 01:50:00,48.8565637,2.352286
2025-05-01 02:00:00,48.8565866,2.3522759
2025-05-01 02:10:00,48.8565016,2.352287
2025-05-01 02:20:00,48.8564569,2.3521853
2025-05-01 02:30:00,48.8564841,2.352422
2025-05-01 02:40:00,48.8565364,2.3523075
2025-05-01 02:50:00,48.8565544,2.3522786
2025-05-01 03:00:00,48.8566248,2.3523499
2025-05-01 03:10:00,48.8564331,2.3523015
2025-05-01 03:20:00,48.8566253,2.3522795
2025-05-01 03:30:00,48.8563987,2.3523327
2025-05-01 03:40:00,48.8567439,2.3523068
2025-05-01 03:50:00,48.8567159,2.3524187
2025-05-01 04:00:00,48.8566087,2.3524302
2025-05-01 04:10:00,48.8567409,2.3526352
2025-05-01 04:20:00,48.8566686,2.3526848
2025-05-01 04:30:00,48.8567839,2.352779
2025-05-01 04:40:00,48.8567874,2.3528352
2025-05-01 04:50:00,48.8568147,2.3529693
2025-05-01 05:00:00,48.8570406,2.3529571
2025-05-01 05:10:00,48.8569353,2.3531259
2025-05-01 05:20:00,48.8579147,2.3550023
2025-05-01 05:30:00,48.8571085,2.3532569
2025-05-01 05:40:00,48.8572813,2.35346
2025-05-01 05:50:00,48.8573657,2.3534536
2025-05-01 06:00:00,48.8575642,2.3534541
2025-05-01 06:10:00,48.8573948,2.3534084
2025-05-01 06:20:00,48.8574559,2.3534461
2025-05-01 06:30:00,48.8570387,2.3531983
2025-05-01 06:40:00,48.8573429,2.3528847
2025-05-01 06:50:00,48.857359,2.3525794
2025-05-01 07:00:00,48.8571511,2.3526896
2025-05-01 07:10:00,48.8574415,2.3527019
2025-05-01 07:20:00,48.8575486,2.3526443
2025-05-01 07:30:00,48.8576203,2.3528186
2025-05-01 07:40:00,48.8576113,2.3528164
2025-05-01 07:50:00,48.8576089,2.3528106
2025-05-01 08:00:00,48.8576149,2.3528577
2025-05-01 08:10:00,48.8577783,2.3529791
2025-05-01 08:20:00,48.8533264,2.3572729
2025-05-01 08:30:00,48.8577583,2.3528649
2025-05-01 08:40:00,48.857668,2.3531513
2025-05-01 08:50:00,48.8578054,2.3529888
2025-05-01 09:00:00,48.8578211,2.3530173
2025-05-01 09:10:00,48.8577398,2.3529018
2025-05-01 09:20:00,48.8576637,2.3528898
2025-05-01 09:30:00,48.8572321,2.3527075
2025-05-01 09:40:00,48.8570691,2.3525233
2025-05-01 09:50:00,48.8570143,2.3524328
2025-05-01 10:00:00,48.8568973,2.3524801
2025-05-01 10:10:00,48.8568771,2.3524095
2025-05-01 10:20:00,48.8569524,2.3523878
2025-05-01 10:30:00,48.8570384,2.3523456
2025-05-01 10:40:00,48.8570919,2.3523719
2025-05-01 10:50:00,48.8570117,2.352487
2025-05-01 11:00:00,48.8569644,2.3523406
2025-05-01 11:10:00,48.8568387,2.3524612
2025-05-01 11:20:00,48.8568684,2.3524667
2025-05-01 11:30:00,48.8567776,2.3522316
2025-05-01 11:40:00,48.8565224,2.3521337
2025-05-01 11:50:00,48.8565043,2.35235
2025-05-01 12:00:00,48.8565752,2.3523126
2025-05-01 12:10:00,48.8566753,2.3521667
2025-05-01 12:20:00,48.8566555,2.3521009
2025-05-01 12:30:00,48.8565062,2.3522321
2025-05-01 12:40:00,48.8565955,2.3522623
2025-05-01 12:50:00,48.8566929,2.3521619
2025-05-01 13:00:00,48.8566599,2.3520789
2025-05-01 13:10:00,48.8566243,2.352123
2025-05-01 13:20:00,48.8567049,2.3521627
2025-05-01 13:30:00,48.8565383,2.352134
2025-05-01 13:40:00,48.8565968,2.352082
2025-05-01 13:50:00,48.8566381,2.3521089
2025-05-01 14:00:00,48.8565374,2.3522246
2025-05-01 14:10:00,48.8566187,2.3521924
2025-05-01 14:20:00,48.8565656,2.3521578
2025-05-01 14:30:00,48.8564874,2.3524277
2025-05-01 14:40:00,48.8565094,2.3521925
2025-05-01 14:50:00,48.8565189,2.3522817
2025-05-01 15:00:00,48.8566739,2.3522095
2025-05-01 15:10:00,48.8567672,2.352197
2025-05-01 15:20:00,48.8566838,2.3523463
2025-05-01 15:30:00,48.8565778,2.3522961
2025-05-01 15:40:00,48.8566252,2.35237
2025-05-01 15:50:00,48.8566079,2.3520589
2025-05-01 16:00:00,48.8565135,2.3522161
2025-05-01 16:10:00,48.8566668,2.3522515
2025-05-01 16:20:00,48.8567548,2.3521288
2025-05-01 16:30:00,48.856699,2.3520767
2025-05-01 16:40:00,48.8567868,2.3521294
2025-05-01 16:50:00,48.8569708,2.3521616
2025-05-01 17:00:00,48.8569415,2.3522104
2025-05-01 17:10:00,48.8569651,2.3520192
2025-05-01 17:20:00,48.8570525,2.3519537
2025-05-01 17:30:00,48.8571002,2.3520863
2025-05-01 17:40:00,48.8568635,2.3521692
2025-05-01 17:50:00,48.8567156,2.3518711
2025-05-01 18:00:00,48.8564157,2.3515948
2025-05-01 18:10:00,48.8562292,2.3513681
2025-05-01 18:20:00,48.8557179,2.3507535
2025-05-01 18:30:00,48.855487,2.3505449
2025-05-01 18:40:00,48.8551253,2.3502026
2025-05-01 18:50:00,48.854694,2.3495469
2025-05-01 19:00:00,48.8541246,2.3490862
2025-05-01 19:10:00,48.8533837,2.3485128
2025-05-01 19:20:00,48.8532294,2.3479853
2025-05-01 19:30:00,48.8530196,2.3476698
2025-05-01 19:40:00,48.8526232,2.3473478
2025-05-01 19:50:00,48.8531003,2.3478478
2025-05-01 20:00:00,48.8528611,2.3475167
2025-05-01 20:10:00,48.8525047,2.3472684
2025-05-01 20:20:00,48.8527827,2.3475146
2025-05-01 20:30:00,48.8525748,2.3474174
2025-05-01 20:40:00,48.8527069,2.3474346
2025-05-01 20:50:00,48.8529096,2.3476318
2025-05-01 21:00:00,48.8527406,2.3474749
2025-05-01 21:10:00,48.8527357,2.3475602
2025-05-01 21:20:00,48.8530057,2.3477755
2025-05-01 21:30:00,48.8533934,2.3483471
2025-05-01 21:40:00,48.8535103,2.3484705
2025-05-01 21:50:00,48.8535214,2.3484188
2025-05-01 22:00:00,48.8536822,2.3485567
2025-05-01 22:10:00,48.853898,2.3489074
2025-05-01 22:20:00,48.8538346,2.3490025
2025-05-01 22:30:00,48.8540372,2.3493534
2025-05-01 22:40:00,48.8542878,2.3495016
2025-05-01 22:50:00,48.8547738,2.3499635
2025-05-01 23:00:00,48.8548325,2.350096
2025-05-01 23:10:00,48.8561921,2.3471355
2025-05-01 23:20:00,48.8549312,2.3501305
2025-05-01 23:30:00,48.8547972,2.3501892
2025-05-01 23:40:00,48.855255,2.3505411
2025-05-01 23:50:00,48.8551466,2.3502882
2025-05-02 00:00:00,48.8550429,2.3503547
2025-05-02 00:10:00,48.8551955,2.350307
2025-05-02 00:20:00,48.8553728,2.3506446
2025-05-02 00:30:00,48.8555172,2.3509156
2025-05-02 00:40:00,48.8556905,2.3511042
2025-05-02 00:50:00,48.855698,2.350964
2025-05-02 01:00:00,48.8557334,2.351014
2025-05-02 01:10:00,48.8556182,2.3511537
2025-05-02 01:20:00,48.8557393,2.3510658
2025-05-02 01:30:00,48.8556349,2.3511447
2025-05-02 01:40:00,48.8558182,2.3511278
2025-05-02 01:50:00,48.8561276,2.3513947
2025-05-02 02:00:00,48.8560001,2.3512428
2025-05-02 02:10:00,48.8559626,2.351295
2025-05-02 02:20:00,48.8560167,2.3515685
2025-05-02 02:30:00,48.8562464,2.3517291
2025-05-02 02:40:00,48.8562827,2.3518384
2025-05-02 02:50:00,48.8563532,2.3518498
2025-05-02 03:00:00,48.8562831,2.351712
2025-05-02 03:10:00,48.8562746,2.3517081
2025-05-02 03:20:00,48.8561057,2.3519268
2025-05-02 03:30:00,48.8562806,2.3520086
2025-05-02 03:40:00,48.8563832,2.3519633
2025-05-02 03:50:00,48.856372,2.3519541
2025-05-02 04:00:00,48.8562565,2.3521754
2025-05-02 04:10:00,48.856239,2.3521613
2025-05-02 04:20:00,48.8563057,2.3520338
2025-05-02 04:30:00,48.8562513,2.3521212
2025-05-02 04:40:00,48.8561923,2.3520653
2025-05-02 04:50:00,48.8561904,2.3521366
2025-05-02 05:00:00,48.8563516,2.3522401
2025-05-02 05:10:00,48.8564727,2.3521072
2025-05-02 05:20:00,48.8567534,2.351851
2025-05-02 05:30:00,48.8568014,2.3518301
2025-05-02 05:40:00,48.8567521,2.3515021
2025-05-02 05:50:00,48.8569247,2.3514929
2025-05-02 06:00:00,48.8570099,2.3514269
2025-05-02 06:10:00,48.8570346,2.3513625
2025-05-02 06:20:00,48.8571587,2.3511154
2025-05-02 06:30:00,48.8571545,2.3512196
2025-05-02 06:40:00,48.8571962,2.3509328
2025-05-02 06:50:00,48.8572177,2.3511192
2025-05-02 07:00:00,48.857249,2.3510389
2025-05-02 07:10:00,48.8569404,2.3512211
2025-05-02 07:20:00,48.8570695,2.3513474
2025-05-02 07:30:00,48.8570313,2.3514163
2025-05-02 07:40:00,48.8566966,2.3518497
2025-05-02 07:50:00,48.8566332,2.3519514
2025-05-02 08:00:00,48.856728,2.3516583
2025-05-02 08:10:00,48.8566928,2.3517183
2025-05-02 08:20:00,48.8567654,2.3517473
2025-05-02 08:30:00,48.8566344,2.3518042
2025-05-02 08:40:00,48.8566734,2.3517122
2025-05-02 08:50:00,48.8564997,2.3520825
2025-05-02 09:00:00,48.8567351,2.3523001
2025-05-02 09:10:00,48.8565143,2.3521502
2025-05-02 09:20:00,48.8566745,2.3521056
2025-05-02 09:30:00,48.85654,2.3522436
2025-05-02 09:40:00,48.8565305,2.3521908
2025-05-02 09:50:00,48.8565935,2.3523143
2025-05-02 10:00:00,48.8565914,2.3523366
2025-05-02 10:10:00,48.8565041,2.3522336
2025-05-02 10:20:00,48.8567031,2.3521438
2025-05-02 10:30:00,48.8567501,2.3522877
2025-05-02 10:40:00,48.8567595,2.3522355
2025-05-02 10:50:00,48.8566972,2.3522573
2025-05-02 11:00:00,48.8566758,2.3521997
2025-05-02 11:10:00,48.8567182,2.3521746
2025-05-02 11:20:00,48.856733,2.3522337
2025-05-02 11:30:00,48.8567092,2.3521402
2025-05-02 11:40:00,48.8567563,2.3523635
